,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_p_xo,param_pop_size,param_tournament_size,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,outer_fold
0,0.025960206985473633,0.0074914845972380295,0.0,0.0,4,0.7,20,3,"{'max_depth': 4, 'p_xo': 0.7, 'pop_size': 20, 'tournament_size': 3}",-12.351020812988281,-11.459087371826172,-11.738709449768066,-12.242036819458008,-10.860533714294434,-11.730277633666992,0.5435603550372268,10,1
1,0.022363948822021484,0.0024288178276600024,0.0,0.0,4,0.7,20,5,"{'max_depth': 4, 'p_xo': 0.7, 'pop_size': 20, 'tournament_size': 5}",-12.351020812988281,-11.519289016723633,-11.911606788635254,-13.021678924560547,-10.554190635681152,-11.871557235717773,0.826294964860591,12,1
2,0.05128493309020996,0.011172741937779463,0.0,0.0,4,0.7,50,3,"{'max_depth': 4, 'p_xo': 0.7, 'pop_size': 50, 'tournament_size': 3}",-11.728787422180176,-8.74940013885498,-10.814413070678711,-12.242035865783691,-10.860533714294434,-10.879034042358398,1.1932906998925044,5,1
3,0.05033044815063477,0.005028416976236285,0.0,0.0,4,0.7,50,5,"{'max_depth': 4, 'p_xo': 0.7, 'pop_size': 50, 'tournament_size': 5}",-12.625350952148438,-10.475120544433594,-10.814413070678711,-12.242034912109375,-10.128046989440918,-11.256993293762207,0.9924143972341668,7,1
4,0.025367116928100585,0.009216650854732045,0.0,0.0,4,0.9,20,3,"{'max_depth': 4, 'p_xo': 0.9, 'pop_size': 20, 'tournament_size': 3}",-12.203519821166992,-12.049612045288086,-13.021584510803223,-13.397672653198242,-10.920516014099121,-12.318581008911133,0.8600955540495553,13,1
5,0.028691530227661133,0.007150770919545547,0.0,0.0,4,0.9,20,5,"{'max_depth': 4, 'p_xo': 0.9, 'pop_size': 20, 'tournament_size': 5}",-12.063554763793945,-9.941539764404297,-8.096162796020508,-12.39108657836914,-10.860533714294434,-10.670575523376465,1.5553602539293179,1,1
6,0.04662070274353027,0.006373895099478916,0.0,0.0,4,0.9,50,3,"{'max_depth': 4, 'p_xo': 0.9, 'pop_size': 50, 'tournament_size': 3}",-12.203519821166992,-12.049612045288086,-13.021584510803223,-12.39108657836914,-12.729398727416992,-12.479040336608886,0.35357872679356817,15,1
7,0.04797625541687012,0.008561329511653119,0.0,0.0,4,0.9,50,5,"{'max_depth': 4, 'p_xo': 0.9, 'pop_size': 50, 'tournament_size': 5}",-11.750505447387695,-9.429426193237305,-10.814413070678711,-12.242034912109375,-9.471149444580078,-10.741505813598632,1.1498122924262375,3,1
8,0.02482314109802246,0.005739606214319348,0.00020003318786621094,0.0004000663757324219,6,0.7,20,3,"{'max_depth': 6, 'p_xo': 0.7, 'pop_size': 20, 'tournament_size': 3}",-12.351020812988281,-11.459087371826172,-11.738709449768066,-12.191530227661133,-10.999635696411133,-11.747996711730957,0.490705434170051,11,1
9,0.02027573585510254,0.00602192707397937,0.0,0.0,6,0.7,20,5,"{'max_depth': 6, 'p_xo': 0.7, 'pop_size': 20, 'tournament_size': 5}",-12.351020812988281,-11.011610984802246,-11.644832611083984,-12.676408767700195,-10.226676940917969,-11.582110023498535,0.8894172992758501,9,1
10,0.049084806442260744,0.011804558942825314,0.0,0.0,6,0.7,50,3,"{'max_depth': 6, 'p_xo': 0.7, 'pop_size': 50, 'tournament_size': 3}",-11.750506401062012,-8.74940013885498,-10.814413070678711,-12.39108657836914,-10.860533714294434,-10.913187980651855,1.2312427202795309,6,1
11,0.049707984924316405,0.0022466055597348306,0.0,0.0,6,0.7,50,5,"{'max_depth': 6, 'p_xo': 0.7, 'pop_size': 50, 'tournament_size': 5}",-12.625350952148438,-10.475120544433594,-10.814413070678711,-12.242034912109375,-10.128046989440918,-11.256993293762207,0.9924143972341668,7,1
12,0.0233306884765625,0.009714855337249426,0.0,0.0,6,0.9,20,3,"{'max_depth': 6, 'p_xo': 0.9, 'pop_size': 20, 'tournament_size': 3}",-12.203519821166992,-12.049612045288086,-13.021584510803223,-13.397672653198242,-10.920516014099121,-12.318581008911133,0.8600955540495553,13,1
13,0.02295374870300293,0.007568718703766154,0.0,0.0,6,0.9,20,5,"{'max_depth': 6, 'p_xo': 0.9, 'pop_size': 20, 'tournament_size': 5}",-12.063554763793945,-9.941539764404297,-8.096162796020508,-12.39108657836914,-10.860533714294434,-10.670575523376465,1.5553602539293179,1,1
14,0.050251340866088866,0.011303695561615331,0.0,0.0,6,0.9,50,3,"{'max_depth': 6, 'p_xo': 0.9, 'pop_size': 50, 'tournament_size': 3}",-12.203519821166992,-12.049612045288086,-13.021584510803223,-12.39108657836914,-12.729398727416992,-12.479040336608886,0.35357872679356817,15,1
15,0.04622840881347656,0.006510726808711271,0.0,0.0,6,0.9,50,5,"{'max_depth': 6, 'p_xo': 0.9, 'pop_size': 50, 'tournament_size': 5}",-11.750505447387695,-9.429426193237305,-10.814413070678711,-12.242034912109375,-9.471149444580078,-10.741505813598632,1.1498122924262375,3,1
0,0.02656383514404297,0.010173296565636538,0.0,0.0,4,0.7,20,3,"{'max_depth': 4, 'p_xo': 0.7, 'pop_size': 20, 'tournament_size': 3}",-16.687822341918945,-11.292440414428711,-8.982022285461426,-13.155707359313965,-11.655474662780762,-12.354693412780762,2.545970482350017,6,2
1,0.033104467391967776,0.010209255260937194,0.00020036697387695312,0.00040073394775390624,4,0.7,20,5,"{'max_depth': 4, 'p_xo': 0.7, 'pop_size': 20, 'tournament_size': 5}",-16.687822341918945,-12.668962478637695,-9.966352462768555,-14.299338340759277,-10.518927574157715,-12.828280639648437,2.474235221586698,10,2
2,0.050049209594726564,0.008934414780949375,0.0,0.0,4,0.7,50,3,"{'max_depth': 4, 'p_xo': 0.7, 'pop_size': 50, 'tournament_size': 3}",-16.687822341918945,-9.353392601013184,-10.219667434692383,-12.992024421691895,-9.608386039733887,-11.77225856781006,2.7782869565742936,4,2
3,0.05071663856506348,0.012595393280872974,0.0,0.0,4,0.7,50,5,"{'max_depth': 4, 'p_xo': 0.7, 'pop_size': 50, 'tournament_size': 5}",-15.244073867797852,-12.835280418395996,-9.139805793762207,-14.488548278808594,-10.3020601272583,-12.40195369720459,2.35246500541054,7,2
4,0.02600870132446289,0.0074286264613594,0.0,0.0,4,0.9,20,3,"{'max_depth': 4, 'p_xo': 0.9, 'pop_size': 20, 'tournament_size': 3}",-15.795180320739746,-12.992321014404297,-10.311087608337402,-14.66476058959961,-10.917362213134766,-12.936142349243164,2.1038897697583514,13,2
5,0.02306685447692871,0.006617736510618061,0.0,0.0,4,0.9,20,5,"{'max_depth': 4, 'p_xo': 0.9, 'pop_size': 20, 'tournament_size': 5}",-15.686422348022461,-12.287141799926758,-10.933748245239258,-14.141247749328613,-11.655474662780762,-12.94080696105957,1.737072473323732,15,2
6,0.03772172927856445,0.006371439663864926,0.0,0.0,4,0.9,50,3,"{'max_depth': 4, 'p_xo': 0.9, 'pop_size': 50, 'tournament_size': 3}",-15.795180320739746,-12.992321014404297,-10.311087608337402,-14.141247749328613,-10.917362213134766,-12.831439781188966,2.0268747214421334,11,2
7,0.043178367614746097,0.008109206054226941,0.0,0.0,4,0.9,50,5,"{'max_depth': 4, 'p_xo': 0.9, 'pop_size': 50, 'tournament_size': 5}",-15.244073867797852,-11.292439460754395,-9.139805793762207,-13.402804374694824,-9.601110458374023,-11.73604679107666,2.305625413544163,2,2
8,0.023207855224609376,0.007889892560539813,0.0,0.0,6,0.7,20,3,"{'max_depth': 6, 'p_xo': 0.7, 'pop_size': 20, 'tournament_size': 3}",-16.687822341918945,-12.100966453552246,-9.269709587097168,-13.27761459350586,-11.655474662780762,-12.598317527770996,2.4249303375669022,9,2
9,0.023784732818603514,0.0068993808529202874,0.0,0.0,6,0.7,20,5,"{'max_depth': 6, 'p_xo': 0.7, 'pop_size': 20, 'tournament_size': 5}",-16.687822341918945,-12.380043983459473,-9.664295196533203,-13.96236515045166,-10.157145500183105,-12.570334434509277,2.576672719728429,8,2
10,0.055528450012207034,0.010978444628454022,0.0,0.0,6,0.7,50,3,"{'max_depth': 6, 'p_xo': 0.7, 'pop_size': 50, 'tournament_size': 3}",-15.244073867797852,-9.353392601013184,-10.219667434692383,-13.402804374694824,-9.601109504699707,-11.56420955657959,2.3439752215592087,1,2
11,0.06673917770385743,0.010708001572016899,0.0,0.0,6,0.7,50,5,"{'max_depth': 6, 'p_xo': 0.7, 'pop_size': 50, 'tournament_size': 5}",-15.244073867797852,-12.992321014404297,-9.139805793762207,-14.488548278808594,-9.608386039733887,-12.294626998901368,2.4967215175604336,5,2
12,0.024496030807495118,0.00731615015953946,0.002194786071777344,0.004389572143554687,6,0.9,20,3,"{'max_depth': 6, 'p_xo': 0.9, 'pop_size': 20, 'tournament_size': 3}",-15.795180320739746,-12.992321014404297,-10.311087608337402,-14.66476058959961,-10.917362213134766,-12.936142349243164,2.1038897697583514,13,2
13,0.0325502872467041,0.001863571394609482,0.0,0.0,6,0.9,20,5,"{'max_depth': 6, 'p_xo': 0.9, 'pop_size': 20, 'tournament_size': 5}",-15.686422348022461,-12.287141799926758,-10.933748245239258,-14.141247749328613,-11.655474662780762,-12.94080696105957,1.737072473323732,15,2
14,0.05361475944519043,0.012074862306136616,0.0,0.0,6,0.9,50,3,"{'max_depth': 6, 'p_xo': 0.9, 'pop_size': 50, 'tournament_size': 3}",-15.795180320739746,-12.992321014404297,-10.311087608337402,-14.141247749328613,-10.917362213134766,-12.831439781188966,2.0268747214421334,11,2
15,0.046476221084594725,0.01086489283936462,7.796287536621094e-05,0.00015592575073242188,6,0.9,50,5,"{'max_depth': 6, 'p_xo': 0.9, 'pop_size': 50, 'tournament_size': 5}",-15.244073867797852,-11.292439460754395,-9.139805793762207,-13.402804374694824,-9.601110458374023,-11.73604679107666,2.305625413544163,2,2
0,0.03578591346740723,0.0073937384318876675,0.0,0.0,4,0.7,20,3,"{'max_depth': 4, 'p_xo': 0.7, 'pop_size': 20, 'tournament_size': 3}",-18.217565536499023,-10.790567398071289,-10.221455574035645,-13.80885124206543,-10.812277793884277,-12.770143508911133,3.000036347367465,10,3
1,0.030220508575439453,0.010086655849365805,8.425712585449218e-05,0.00016851425170898436,4,0.7,20,5,"{'max_depth': 4, 'p_xo': 0.7, 'pop_size': 20, 'tournament_size': 5}",-18.217565536499023,-11.457315444946289,-11.58239459991455,-14.216808319091797,-9.797611236572266,-13.054339027404785,2.943930143955789,12,3
2,0.05540266036987305,0.007201293594600088,0.00019989013671875,0.0003997802734375,4,0.7,50,3,"{'max_depth': 4, 'p_xo': 0.7, 'pop_size': 50, 'tournament_size': 3}",-16.76111602783203,-10.069761276245117,-11.001285552978516,-13.023183822631836,-9.208935737609863,-12.012856483459473,2.691750222948019,1,3
3,0.05452404022216797,0.011886126440812095,9.617805480957031e-05,0.00019235610961914061,4,0.7,50,5,"{'max_depth': 4, 'p_xo': 0.7, 'pop_size': 50, 'tournament_size': 5}",-18.44547462463379,-9.613153457641602,-10.221456527709961,-13.306034088134766,-9.489072799682617,-12.215038299560547,3.4112657337025527,6,3
4,0.02436962127685547,0.007805919283403511,0.0,0.0,4,0.9,20,3,"{'max_depth': 4, 'p_xo': 0.9, 'pop_size': 20, 'tournament_size': 3}",-17.099138259887695,-11.911892890930176,-11.969740867614746,-14.575399398803711,-10.179617881774902,-13.147157859802245,2.4239020943261598,13,3
5,0.023206758499145507,0.009018216114650625,0.0,0.0,4,0.9,20,5,"{'max_depth': 4, 'p_xo': 0.9, 'pop_size': 20, 'tournament_size': 5}",-17.011751174926758,-10.790567398071289,-8.59482192993164,-13.80885124206543,-10.812277793884277,-12.203653907775879,2.920646059724539,4,3
6,0.0453913688659668,0.008496575621903714,0.0,0.0,4,0.9,50,3,"{'max_depth': 4, 'p_xo': 0.9, 'pop_size': 50, 'tournament_size': 3}",-17.099138259887695,-11.911892890930176,-11.969740867614746,-13.80885124206543,-12.154905319213867,-13.388905715942382,1.9829539836399204,15,3
7,0.04845128059387207,0.013418652799073779,0.0,0.0,4,0.9,50,5,"{'max_depth': 4, 'p_xo': 0.9, 'pop_size': 50, 'tournament_size': 5}",-16.77054786682129,-11.911892890930176,-11.165374755859375,-13.306034088134766,-10.179617881774902,-12.666693496704102,2.2917069670201986,7,3
8,0.028757858276367187,0.0059907996019485125,0.0,0.0,6,0.7,20,3,"{'max_depth': 6, 'p_xo': 0.7, 'pop_size': 20, 'tournament_size': 3}",-18.217565536499023,-10.790567398071289,-10.731473922729492,-14.070625305175781,-10.984196662902832,-12.958885765075683,2.913830566445204,11,3
9,0.03005661964416504,0.004557741688175797,0.0,0.0,6,0.7,20,5,"{'max_depth': 6, 'p_xo': 0.7, 'pop_size': 20, 'tournament_size': 5}",-18.217565536499023,-11.032120704650879,-11.22896957397461,-13.88718032836914,-9.45634651184082,-12.764436531066895,3.0756854864677785,9,3
10,0.06073098182678223,0.00625510390112574,0.0,0.0,6,0.7,50,3,"{'max_depth': 6, 'p_xo': 0.7, 'pop_size': 50, 'tournament_size': 3}",-16.77054786682129,-10.069761276245117,-11.171358108520508,-13.306034088134766,-8.892227172851562,-12.041985702514648,2.775815514514057,2,3
11,0.05984597206115723,0.006536627821939165,0.0,0.0,6,0.7,50,5,"{'max_depth': 6, 'p_xo': 0.7, 'pop_size': 50, 'tournament_size': 5}",-18.44547462463379,-9.613153457641602,-10.221456527709961,-13.306034088134766,-9.208935737609863,-12.159010887145996,3.4575638499208794,3,3
12,0.027094268798828126,0.002408983978313816,0.00019998550415039061,0.0003999710083007812,6,0.9,20,3,"{'max_depth': 6, 'p_xo': 0.9, 'pop_size': 20, 'tournament_size': 3}",-17.099138259887695,-11.911892890930176,-11.969740867614746,-14.575399398803711,-10.179617881774902,-13.147157859802245,2.4239020943261598,13,3
13,0.02504873275756836,0.006691964423120776,0.0,0.0,6,0.9,20,5,"{'max_depth': 6, 'p_xo': 0.9, 'pop_size': 20, 'tournament_size': 5}",-17.011751174926758,-10.790567398071289,-8.59482192993164,-13.80885124206543,-10.812277793884277,-12.203653907775879,2.920646059724539,4,3
14,0.05027704238891602,0.00560006112972414,0.0004015445709228516,0.0008030891418457031,6,0.9,50,3,"{'max_depth': 6, 'p_xo': 0.9, 'pop_size': 50, 'tournament_size': 3}",-17.099138259887695,-11.911892890930176,-11.969740867614746,-13.80885124206543,-12.154905319213867,-13.388905715942382,1.9829539836399204,15,3
15,0.05236177444458008,0.004635822266307811,0.0,0.0,6,0.9,50,5,"{'max_depth': 6, 'p_xo': 0.9, 'pop_size': 50, 'tournament_size': 5}",-16.77054786682129,-11.911892890930176,-11.165374755859375,-13.306034088134766,-10.179617881774902,-12.666693496704102,2.2917069670201986,7,3
0,0.03025789260864258,0.005656735618285816,0.0,0.0,4,0.7,20,3,"{'max_depth': 4, 'p_xo': 0.7, 'pop_size': 20, 'tournament_size': 3}",-19.074495315551758,-11.40816593170166,-8.88349437713623,-13.274374008178711,-11.593830108642578,-12.846871948242187,3.415095941295735,9,4
1,0.026868438720703124,0.0010553090365957763,0.0004015445709228516,0.0008030891418457031,4,0.7,20,5,"{'max_depth': 4, 'p_xo': 0.7, 'pop_size': 20, 'tournament_size': 5}",-19.074495315551758,-10.408645629882812,-11.5081148147583,-14.625875473022461,-10.243894577026367,-13.17220516204834,3.344597054452735,16,4
2,0.07999229431152344,0.03874235262018757,7.548332214355469e-05,0.00015096664428710939,4,0.7,50,3,"{'max_depth': 4, 'p_xo': 0.7, 'pop_size': 50, 'tournament_size': 3}",-18.444345474243164,-11.40816593170166,-11.141584396362305,-13.181379318237305,-9.394648551940918,-12.71402473449707,3.106480006646105,8,4
3,0.06512570381164551,0.007241765455960804,0.0,0.0,4,0.7,50,5,"{'max_depth': 4, 'p_xo': 0.7, 'pop_size': 50, 'tournament_size': 5}",-18.532060623168945,-8.590356826782227,-10.109987258911133,-15.076404571533203,-10.054632186889648,-12.472688293457031,3.7415820348372058,7,4
4,0.024611425399780274,0.0038279448119967864,0.00019974708557128905,0.0003994941711425781,4,0.9,20,3,"{'max_depth': 4, 'p_xo': 0.9, 'pop_size': 20, 'tournament_size': 3}",-16.96917152404785,-10.8633451461792,-11.868574142456055,-15.076404571533203,-10.631136894226074,-13.081726455688477,2.509554275705997,12,4
5,0.03690690994262695,0.005157988654264887,0.0,0.0,4,0.9,20,5,"{'max_depth': 4, 'p_xo': 0.9, 'pop_size': 20, 'tournament_size': 5}",-16.918001174926758,-11.40816593170166,-8.88349437713623,-13.274374008178711,-11.593830108642578,-12.415573120117188,2.652361529688897,5,4
6,0.05150027275085449,0.013162772307828679,0.00020017623901367188,0.00040035247802734376,4,0.9,50,3,"{'max_depth': 4, 'p_xo': 0.9, 'pop_size': 50, 'tournament_size': 3}",-16.96917152404785,-10.8633451461792,-12.237777709960938,-13.274374008178711,-12.33950138092041,-13.136833953857423,2.06487390601119,14,4
7,0.05622587203979492,0.006042332209031969,0.00030303001403808594,0.0006060600280761719,4,0.9,50,5,"{'max_depth': 4, 'p_xo': 0.9, 'pop_size': 50, 'tournament_size': 5}",-17.18642234802246,-8.590356826782227,-11.868574142456055,-13.181378364562988,-10.631136894226074,-12.29157371520996,2.877022105663021,2,4
8,0.026063060760498045,0.00495866015058301,0.0,0.0,6,0.7,20,3,"{'max_depth': 6, 'p_xo': 0.7, 'pop_size': 20, 'tournament_size': 3}",-19.074495315551758,-11.40816593170166,-8.788042068481445,-13.428937911987305,-11.714395523071289,-12.882807350158691,3.4334272869566522,11,4
9,0.029669570922851562,0.005291226967830361,0.0,0.0,6,0.7,20,5,"{'max_depth': 6, 'p_xo': 0.7, 'pop_size': 20, 'tournament_size': 5}",-19.074495315551758,-9.986404418945312,-11.18351936340332,-14.19842529296875,-9.895171165466309,-12.86760311126709,3.4718696450699746,10,4
10,0.07037043571472168,0.028903375860383683,0.00019989013671875,0.0003997802734375,6,0.7,50,3,"{'max_depth': 6, 'p_xo': 0.7, 'pop_size': 50, 'tournament_size': 3}",-17.18642234802246,-10.599138259887695,-11.141584396362305,-13.181379318237305,-9.394648551940918,-12.300634574890136,2.732393648759691,4,4
11,0.057964229583740236,0.006223502009383081,0.0005970954895019531,0.0008526019280276306,6,0.7,50,5,"{'max_depth': 6, 'p_xo': 0.7, 'pop_size': 50, 'tournament_size': 5}",-16.476655960083008,-8.590356826782227,-10.109987258911133,-15.076404571533203,-9.541553497314453,-11.958991622924804,3.1855322686942293,1,4
12,0.02291135787963867,0.002050921337196231,0.0,0.0,6,0.9,20,3,"{'max_depth': 6, 'p_xo': 0.9, 'pop_size': 20, 'tournament_size': 3}",-16.96917152404785,-10.8633451461792,-11.868574142456055,-15.076404571533203,-10.631136894226074,-13.081726455688477,2.509554275705997,12,4
13,0.03010401725769043,0.0054226329104542625,0.0,0.0,6,0.9,20,5,"{'max_depth': 6, 'p_xo': 0.9, 'pop_size': 20, 'tournament_size': 5}",-16.918001174926758,-11.40816593170166,-8.88349437713623,-13.274374008178711,-11.593830108642578,-12.415573120117188,2.652361529688897,5,4
14,0.053275775909423825,0.008047957953695473,0.0004015445709228516,0.0008030891418457031,6,0.9,50,3,"{'max_depth': 6, 'p_xo': 0.9, 'pop_size': 50, 'tournament_size': 3}",-16.96917152404785,-10.8633451461792,-12.237777709960938,-13.274374008178711,-12.33950138092041,-13.136833953857423,2.06487390601119,14,4
15,0.05204992294311524,0.0060442117984857045,0.00025882720947265623,0.0005176544189453125,6,0.9,50,5,"{'max_depth': 6, 'p_xo': 0.9, 'pop_size': 50, 'tournament_size': 5}",-17.18642234802246,-8.590356826782227,-11.868574142456055,-13.181378364562988,-10.631136894226074,-12.29157371520996,2.877022105663021,2,4
0,0.02475910186767578,0.004217135165927502,0.00026187896728515627,0.0005237579345703125,4,0.7,20,3,"{'max_depth': 4, 'p_xo': 0.7, 'pop_size': 20, 'tournament_size': 3}",-19.063478469848633,-10.229289054870605,-9.267528533935547,-12.11650276184082,-11.70350456237793,-12.476060676574708,3.448560837718135,3,5
1,0.0323366641998291,0.005440585604260722,0.0,0.0,4,0.7,20,5,"{'max_depth': 4, 'p_xo': 0.7, 'pop_size': 20, 'tournament_size': 5}",-19.063478469848633,-13.356035232543945,-10.501504898071289,-13.124077796936035,-12.131861686706543,-13.63539161682129,2.8943205390059665,16,5
2,0.05016999244689942,0.006444341381947091,0.0,0.0,4,0.7,50,3,"{'max_depth': 4, 'p_xo': 0.7, 'pop_size': 50, 'tournament_size': 3}",-19.063478469848633,-12.06164836883545,-10.159942626953125,-11.827911376953125,-11.298151016235352,-12.882226371765137,3.1595230458568797,8,5
3,0.05618176460266113,0.00482830542301562,0.0,0.0,4,0.7,50,5,"{'max_depth': 4, 'p_xo': 0.7, 'pop_size': 50, 'tournament_size': 5}",-20.289752960205078,-13.555888175964355,-9.267528533935547,-12.282567024230957,-11.837656021118164,-13.44667854309082,3.694563522952502,13,5
4,0.022204017639160155,0.005584020542723064,0.0,0.0,4,0.9,20,3,"{'max_depth': 4, 'p_xo': 0.9, 'pop_size': 20, 'tournament_size': 3}",-17.26338768005371,-13.741825103759766,-10.89404296875,-13.496536254882812,-12.501708030700684,-13.579500007629395,2.0965483947356027,14,5
5,0.023697328567504884,0.005233224048095709,0.0,0.0,4,0.9,20,5,"{'max_depth': 4, 'p_xo': 0.9, 'pop_size': 20, 'tournament_size': 5}",-17.20213508605957,-10.229289054870605,-8.7124662399292,-13.766944885253906,-11.70350456237793,-12.322867965698242,2.9561559527231758,1,5
6,0.04705929756164551,0.003989854815522074,0.0,0.0,4,0.9,50,3,"{'max_depth': 4, 'p_xo': 0.9, 'pop_size': 50, 'tournament_size': 3}",-17.26338768005371,-12.789994239807129,-10.89404296875,-13.496536254882812,-12.501708030700684,-13.389133834838868,2.11628681322823,11,5
7,0.04957404136657715,0.008371267852274772,0.0,0.0,4,0.9,50,5,"{'max_depth': 4, 'p_xo': 0.9, 'pop_size': 50, 'tournament_size': 5}",-17.362337112426758,-13.741825103759766,-9.267528533935547,-12.282567024230957,-11.256709098815918,-12.782193374633788,2.7139715334768817,6,5
8,0.030091619491577147,0.007287572150446857,0.0,0.0,6,0.7,20,3,"{'max_depth': 6, 'p_xo': 0.7, 'pop_size': 20, 'tournament_size': 3}",-19.063478469848633,-10.229289054870605,-9.676131248474121,-12.138092041015625,-11.803215026855469,-12.582041168212891,3.370235761768274,4,5
9,0.02698349952697754,0.0038937365790126873,0.0,0.0,6,0.7,20,5,"{'max_depth': 6, 'p_xo': 0.7, 'pop_size': 20, 'tournament_size': 5}",-19.063478469848633,-12.999628067016602,-10.146121978759766,-12.782296180725098,-11.795430183410645,-13.357390975952148,3.025562192395819,10,5
10,0.05651111602783203,0.005613044565345032,0.0,0.0,6,0.7,50,3,"{'max_depth': 6, 'p_xo': 0.7, 'pop_size': 50, 'tournament_size': 3}",-19.063478469848633,-12.06164836883545,-10.159942626953125,-11.827911376953125,-11.298151016235352,-12.882226371765137,3.1595230458568797,8,5
11,0.05864105224609375,0.010994997383821788,0.00020265579223632812,0.00040531158447265625,6,0.7,50,5,"{'max_depth': 6, 'p_xo': 0.7, 'pop_size': 50, 'tournament_size': 5}",-16.711931228637695,-13.555888175964355,-9.267528533935547,-12.282567024230957,-11.298151016235352,-12.623213195800782,2.478707199911532,5,5
12,0.024292612075805665,0.0030254250463266135,0.001469564437866211,0.0024388620616826355,6,0.9,20,3,"{'max_depth': 6, 'p_xo': 0.9, 'pop_size': 20, 'tournament_size': 3}",-17.26338768005371,-13.741825103759766,-10.89404296875,-13.496536254882812,-12.501708030700684,-13.579500007629395,2.0965483947356027,14,5
13,0.027011966705322264,0.007671583671471912,0.00019903182983398436,0.0003980636596679687,6,0.9,20,5,"{'max_depth': 6, 'p_xo': 0.9, 'pop_size': 20, 'tournament_size': 5}",-17.20213508605957,-10.229289054870605,-8.7124662399292,-13.766944885253906,-11.70350456237793,-12.322867965698242,2.9561559527231758,1,5
14,0.04401154518127441,0.009180047757482681,0.0,0.0,6,0.9,50,3,"{'max_depth': 6, 'p_xo': 0.9, 'pop_size': 50, 'tournament_size': 3}",-17.26338768005371,-12.789994239807129,-10.89404296875,-13.496536254882812,-12.501708030700684,-13.389133834838868,2.11628681322823,11,5
